 ,Time,Time,Place,Place,Place,Place,Place,Place,Place,Environment,Environment,Environment,Environment,Environment,Environment,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Component,Component,Component,Component,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Events,Events,Events,Events,Events,Events,Assessments,Assessments,Report 1,Report 1,Report 2,Report 2,Report 1,
1427441,201702,1201-1800,EQY.Airport,NC,,,500,,,VMC,10,,Daylight,,,CTAF EQY,Personal,Cessna 150,,1,Part 91,,Personal,,Final Approach,Visual Approach,Class G EQY,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTAF EQY,Personal,Bonanza 33,,1,Part 91,,Personal,,Initial Climb,,Class G EQY,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Flight Instructor; Flight Crew Commercial,Flight Crew Last 90 Days 158; Flight Crew Total 735; Flight Crew Type 81,,Communication Breakdown; Situational Awareness,Party1 Flight Crew; Party2 Flight Crew,,1427441,,,,,,,,,,,,Conflict NMAC,Horizontal 250; Vertical 100,,Person Flight Crew,In-flight,Flight Crew Took Evasive Action,Human Factors,Human Factors,"Approaching Runway 23 at Monroe after making appropriate radio calls and flying a full published pattern I turned left base in a stabilized descent when I heard a Bonanza announce a runway 23 departure. I had previously visually cleared the runway and did not see an airplane near the approach end of runway 23. I asked the Bonanza pilot to verify their position over the radio and received no response. I was still unable to visually verify the position of the Bonanza as I was turning final. Once established on final I recognized the landing light of the Bonanza at or near our altitude. I performed an immediate go-around and side-stepped the runway to the right onto a left upwind for Runway 23. I then flew a normal published pattern and returned to land runway 23.",,,,"C150 pilot reported a NMAC with another light aircraft in the pattern at EQY airport.",
1436365,201703,1201-1800,PRC.Tower,AZ,,,,500,,VMC,,,,,,Tower PRC,,Cessna 150,,1,Part 91,None,Training,,Climb,None,Class D PRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tower PRC,,Skyhawk 172/Cutlass 172,,,Part 91,None,Training,,Climb,None,Class D PRC,,,,,,,,,,,,,,,,,,,,,,,,Facility PRC.TOWER,,Government,Approach,Air Traffic Control Fully Certified,Air Traffic Control Time Certified In Pos 1 (yrs) 18.0,,Workload; Communication Breakdown; Situational Awareness,Party1 ATC; Party2 ATC,,1436365,,,,,,,,,,,,ATC Issue All Types; Conflict Airborne Conflict; Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Clearance,,,Person Air Traffic Control,In-flight,Air Traffic Control Issued New Clearance,Human Factors; Procedure,Human Factors,"In the position relief briefing I told the relieving controller my plan was to give Aircraft X to Local 2 on upwind and take their C172 pattern aircraft on the downwind. Aircraft X was less than a half mile ahead on Runway 21L upwind compared to the Cessna on upwind Runway 21R. While doing the 2 minute position relief overlap; the Local 2 controller was repeatedly trying to shame the Local 1 controller into taking their Cessna on upwind instead of downwind. The Local 1 controller repeatedly said no because the aircraft were too close together on upwind. As soon as the Local 2 controller talked to Aircraft X they told them to turn right crosswind. They were not within 300 feet of pattern altitude and not even past the departure end of the runway; they passed very close in front of the Runway 21R upwind Cessna for no reason whatsoever other than the Local 2 controller trying to prove a point. This was unsafe and completely unnecessary in my opinion. They had no other traffic at the time. I will attempt to participate in Professional Standards with the Local 2 controller even though this was unsuccessful in the past.",,,,"A Tower Controller reported a Local Controller issue instructions to an aircraft which placed it into a possible confliction with another aircraft in the pattern.",
1447844,201705,1201-1800,ZZZ.Airport,US,,,0,,,,,,,,,Tower ZZZ,Personal,Cessna 150,,,Part 91,VFR,,,Initial Climb,Vectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tower ZZZ,Personal,PA-28 Cherokee/Archer/Dakota/Pillan/Warrior,,1,Part 91,VFR,,,Takeoff / Launch,Vectors,,,,,,,,,,,,,,,,,,,,,,,,,Facility ZZZ.TOWER,,Government,Other / Unknown,Air Traffic Control Fully Certified,Air Traffic Control Time Certified In Pos 1 (yrs) 3,,Distraction; Confusion; Communication Breakdown; Situational Awareness,Party1 ATC; Party2 Flight Crew; Party2 ATC,,1447844,,,,,,,,,,,,ATC Issue All Types; Conflict Airborne Conflict; Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Air Traffic Control; Person Flight Crew,In-flight,Flight Crew Requested ATC Assistance / Clarification,Procedure; Human Factors,Human Factors,"I only witnessed this event. I did not play a role in the event. I was not on position at the time the event occurred. I was waiting to take the position the event happened on. The local controller cleared Aircraft X for takeoff [on a parallel runway] with a heading 030. While Aircraft X was rolling; the local controller cleared Aircraft Y for takeoff [on the adjacent runway] with a heading of 310. The local controller told Aircraft Y traffic was departing the parallel runway and to maintain visual separation. The local controller never got confirmation that Aircraft Y had Aircraft X in sight. Additionally; Aircraft Y is considerably faster than Aircraft X. Aircraft Y was going to takeoff and fly right into Aircraft X because Aircraft X was instructed to turn straight in front of Aircraft Y. The only thing that stopped a NMAC or mid-air collision from occurring was Aircraft Y saw the problem unfolding and told the local controller that he would wait a few seconds before starting takeoff roll because of the other aircraft about to cross his upwind path. The local controller in question was certified [recently] without a recommendation from [the] trainers and against the [local] recommendations. I did not try to correct the situation because the Front Line Manager (FLM) at my facility undermines the trainers and gives the developmental the benefit of the doubt; which has made our opinions and recommendations worthless. The Controller in Charge (CIC) on duty was working Ground Control (GC) and Clearance Delivery (CD) combined during this event and was issuing clearances and was unable to listen or hear what headings or instructions the local controller had issued.I would recommend that FAA management; listen and contemplate input from trainers before arbitrarily signing developmental off without recommendations. I would recommend that the local controller in question be given SET training. [This individual] is not nearly ready to be a CPC and honestly has little to no clue what Air Traffic Control is.",,,,"Tower Controller reported a newly certified Local Controller cleared a faster aircraft behind a slower aircraft to depart. The pilot of the faster aircraft decided to wait longer to depart; in order to avoid a Near Mid Air Collision.",
1450668,201705,1201-1800,ZZZ.Airport,US,,2,1500,,,,Rain; 3,,Daylight,2000,2,Tower ZZZ,Personal,Cessna 150,,1,Part 91,VFR,Personal,,Final Approach,Visual Approach,Class C ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 65; Flight Crew Total 80; Flight Crew Type 65,,Situational Awareness,,,1450668,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Fuel Issue,,,Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition,Human Factors,Human Factors,"On short final after a 3.4 hour cross-country flight the engine quit. [ATC was advised] and pilot safely operated an engine failure landing on runway; vacating the runway as well. Engine failure was due to faulty fuel gauge indicating aircraft had adequate fuel present when fuel starvation occurred.",,,,"C150 pilot reported a loss of engine power on short final due to fuel exhaustion that resulted in a dead-stick landing.",
1457629,201706,0601-1200,ZZZ.Airport,US,,,,,,,10,,Daylight,,,CTAF ZZZ,FBO,Cessna 150,,1,Part 91,VFR,Training,,Final Approach,Direct; Visual Approach,Class G ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Student,Flight Crew Last 90 Days 24; Flight Crew Total 36; Flight Crew Type 36,,,,,1457629,,,,,,,,,,,,Aircraft Equipment Problem Critical; Ground Event / Encounter Ground Strike - Aircraft,,,Person Flight Crew,In-flight,Aircraft Aircraft Damaged; Flight Crew Inflight Shutdown; Flight Crew Landed in Emergency Condition,Aircraft,Aircraft,"Entered pattern [and] lost power on final. Landing made in field on short final. Rolled to a full stop in a ditch.",,,,"C150 student pilot reported landing in a field after the engine failed on final approach.",
1458334,201706,0601-1200,ZZZ.Airport,US,,,,500,,VMC,10,,Daylight,,,Tower ZZZ,Personal,Cessna 150,,,Part 91,None,Training,,Final Approach,None,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tower ZZZ,,Any Unknown or Unlisted Aircraft Manufacturer,,,,,,,Landing,,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Check Pilot,Flight Crew Flight Instructor; Flight Crew Instrument; Flight Crew Commercial,Flight Crew Last 90 Days 150; Flight Crew Total 450; Flight Crew Type 100,,Communication Breakdown; Situational Awareness,Party1 ATC; Party2 Flight Crew,,1458334,,,,,,,,,,,,ATC Issue All Types; Conflict NMAC; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Clearance,Horizontal 100; Vertical 0,,Person Flight Crew,In-flight,Flight Crew Took Evasive Action,Human Factors; Procedure,Human Factors,"Our aircraft was cleared for touch-and-go's #1. After this; Aircraft Y was cleared for a short approach from the opposite downwind. No traffic advisories were given to either aircraft. Hearing the landing clearance of aircraft 2 after ours; I was looking for traffic to follow behind ours. When our aircraft rolled out on final; aircraft 2 came into view about 1/8mi from ours also turning final. The traffic was blocked by our wing while maneuvering to final. We added full power and climb back to traffic patter to rejoin the downwind behind other aircraft in the pattern. I called the control tower after the flight to get clarification on what had happened and they told me that it was a controller in training who made the mistake and that they were debriefing the event.",,,,"Cessna 150 Instructor reported a NMAC when another aircraft was cleared to turn final approach.",
1460065,201706,,ZZZ.Airport,US,,0,800,,,VMC,,,Daylight,,,Tower ZZZ,Personal,Cessna 150,,1,Part 91,None,Personal,,Landing,None,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tower ZZZ,,Small Aircraft,,,,,,,Landing,,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 5; Flight Crew Total 75; Flight Crew Type 67,,Situational Awareness; Training / Qualification,,,1460065,,,,,,,,,,,,Conflict NMAC; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter CFTT / CFIT,Horizontal 50; Vertical 400,,Person Flight Crew,In-flight,Air Traffic Control Issued New Clearance; Flight Crew Became Reoriented; Flight Crew Took Evasive Action; Flight Crew Executed Go Around / Missed Approach,Human Factors,Human Factors,"Coming into ZZZ this morning I was instructed to look for traffic. I got a visual and radioed that in. Tower then told me to follow that traffic and that I was cleared to land Runway 28R; number 2 in sequence.So I followed the plane and then when I turned final I saw another plane below me pass me and land on 28R. I called Tower and told them there's a plane on the runway. They had me take an immediate crosswind turn to the right and cleared me to land again as the other plane was doing a touch and go.In the confusion; instead of retracting flaps; I had fully extended them when executing the go around. I was losing altitude even with full power and was below 40 knots IAS just a few hundred feet above a lake just north of the airport. Tower called to ask if I was OK.Finally found the flaps fully extended; retracted them; and landed without incident.I believe the airplane I was supposed to follow was a different airplane than the one I saw and followed. My guess is that the one I saw was operating on the parallel runway; 28L. I mistook that airplane as the traffic to follow and so turned to base and final too soon. Fortunately the airplane I was supposed to follow reached the runway before I had fully turned to final.",,,,"C150 pilot reported an NMAC with another small aircraft in the pattern.",
1463950,201707,0601-1200,ZZZ.Airport,US,,,200,,,VMC,10,,Daylight,18000,,CTAF ZZZ,Personal,Cessna 150,,1,Part 91,None,Personal,,Initial Climb,Visual Approach,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 11; Flight Crew Total 273; Flight Crew Type 200,,Situational Awareness,,,1463950,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition; Flight Crew Took Evasive Action,Aircraft,Aircraft,"I decided to go flying in my Cessna 150 to practice some landings. The air was calm and temperature was a little warm but not yet hot. The preflight and run up were normal. I took off; flew the pattern and had a good landing. I powered up for my next lap. The airspeed was alive and close to rotate speed when I noticed a nose wheel shimmy. I increased back pressure to take some weight off of the nose wheel. The plane rotated and took off; but the shimmy continued. I thought; this is a motor problem. I was still accelerating and climbing so rather than try to force the plane back on the runway and try to stop I continued to climb straight out. I wasn't climbing very well and at about 200 feet the climb stopped. There was no safe place to land straight out so I began a very shallow left turn; maybe 10 degrees bank. I radioed [local] traffic; told them I was having engine trouble and to clear all runways I was attempting to return. They acknowledged and said the runway is clear. My thought was; I'm above all obstacles; if I can maintain 200 feet and can make it. Of course; the plane started losing altitude during the turn. By the time I was lined up on the highway; which parallels the runway; I was at about 100 feet. I stopped the turn in the hopes of gaining some altitude. I wasn't gaining and the stall horn was chirping. I looked about 20 degrees to my left and there was the runway. But there was no safe place to land between me and the runway and it would have meant another 20 degree turn. As badly as I wanted to land on the airport; I knew this would be my fatal 'I can make it' error many pilots make.I radioed local traffic again and told them I would be landing on the highway. I now focused on the highway. This stretch of [road] is two lanes in both directions with a large grass center with a dividing barrier. I have often thought to myself; if I am ever forced to land on the highway to not line up on the white line. My right wing might hit a highway sign. Instead; I set up on the fast lane. My right wing would be in the slow lane and my left wing over the median where there are no signs. There were no cars in front of me but I couldn't see what was directly below me or behind me. I didn't want someone driving up underneath me so I nosed down for a little burst of speed.I leveled at about 20 feet hoping someone behind me wasn't texting while driving. I glanced over at the oncoming traffic and saw bulging eyes and open mouths. I made a flaps up landing on the narrowest runway I've ever landed on; the width of a single car lane. I came to a stop in the slow lane and shut down. Avionics off; master off; key off and removed.I climbed out of the aircraft and turned around to look at traffic. Right behind me was a fire truck. They were returning from putting out a small brush fire and saw the whole thing. I gave them a thumbs up and went to the back of the plane. Pushing down on the rear of the plane; I rotated it 90 degrees so the tail was off the highway with the wings parallel to the highway. I rolled it back to clear the traffic lanes then sat down on the tire to call my wife; also a pilot. Poor thing was at the airport and had watched the whole thing. I wanted to let her know I was down and safe.Looking back; had I not been wearing active noise reduction headsets I probably would have heard it was an engine problem and aborted the takeoff. Once off the ground I didn't panic. Fly the plane. I knew the location of all my nearby emergency landing areas at that end of the runway. As I was turning first up was some long straight shallow sewage ponds (not my first choice). Next is a grass field then the highway. I didn't get sucked into the 'I can make it' mindset. I trusted in the skills I had been taught; what the aircraft was giving me.",,,,"C150 pilot reported a loss of engine power that resulted in an off-field landing.",
1464466,201707,1201-1800,ZZZ.Airport,US,,,,450,,VMC,10,,Daylight,12000,,Tower ZZZ,Personal,Cessna 150,,1,Part 91,,Personal,,Climb,Direct,Class C ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 90; Flight Crew Total 300; Flight Crew Type 130,,,,,1464466,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,In-flight,Flight Crew Inflight Shutdown; Flight Crew Landed in Emergency Condition,Aircraft,Aircraft,"I experienced [an] engine malfunction shortly after takeoff; after the 2nd turn [in the pattern I experienced] shaking of the aircraft [and] loss of power. [Advised ATC]. Cause of engine failure unknown. Fuel [was] 3/4 [full]. Landed safely without any damage or injuries.",,,,"C150 pilot reported executing a successful forced landing at the departure airport after loss of engine power on downwind.",
1467244,201707,0601-1200,ZZZ.Airport,US,,,,300,,VMC,,,Daylight,,,Tower ZZZ,Personal,Cessna 150,,1,Part 91,None,Personal,,Initial Climb,,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Instrument; Flight Crew Flight Instructor; Flight Crew Commercial,Flight Crew Last 90 Days 135; Flight Crew Total 1303; Flight Crew Type 350,,Training / Qualification; Situational Awareness,,,1467244,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Deviation / Discrepancy - Procedural Weight And Balance; Inflight Event / Encounter CFTT / CFIT,,,Person Flight Crew,In-flight,Flight Crew Took Evasive Action,Aircraft; Company Policy; Human Factors; Procedure; Weather,Ambiguous,"I departed ZZZ for closed traffic and then pickup up an 80x40 foot advertising banner. Prior to my departure the owner of [the banner business] told me that no one had ever towed a banner this big with this aircraft. Based upon my experience with [this aircraft]; I expected it to do very well. I hooked the sign on the first pass and experienced a slower rate of climb. I was instantly told to return for a drop because it wasn't flying correctly. By the time I turned base I still hadn't reached pattern altitude but I believed it likely had to do with whatever was wrong with the sign. I dropped the sign in the grass without incident and returned to assist setting it up for another pick. While we were doing this; [the owner] asked me if I thought I was going to be able to pull it okay. I said; 'Yes; I think so; as long as it's okay for me to climb straight to reach 1000 ft prior to any turns'. He agreed with this strategy.I departed a second time for closed traffic; missed the first attempt and successfully picked up the sign on my second. The tower verified that the sign was towing straight but again I experienced a very anemic rate of climb. Despite some radio problems; I was given permission to pick up the banner and continue banner ops just using the hand held. However; since the throttle friction lock; allows the throttle to back off a tiny bit I never felt like I could abandon it under this poor performance to pick up the radio. I continued south as I said I would. I reached 300 ft and could not climb higher and struggled with this all the way. My airspeed was between 45 and 50. At some point I began experiencing a 200 FPM rate of descent. If something didn't change fast I was going to drop it. I cleaned the wings to zero flaps (was on 5 degrees) and zig zagged a little towards headings more favorable for wind lift or towards hotter areas for thermal assist. I continued south all the way to a point in where again I was unable to sustain altitude and the banner apparently clipped the top of a tree. I felt a light tug and turned to see some leaves falling. Later inspection by a fellow tow pilot revealed no damage to the sign. I successfully turned back north and eventually was able to climb to 600 ft and return to drop to the north. Apparently 80 x 40 ft is just too big for this airplane.My boss expressed his disapproval of my decision-making and insisted that I should have ditched the sign off airport instead of struggling to continue. There were perhaps eight to ten sites where I could have done so. Each time; the reason I continued was that it seemed to me that what I was doing was working and I was able to climb again. However; my gains were unsustainable and I was never able to get past 400 ft while heading south.The reason I continued south so far was that I did not want to diminish my vertical component of lift with the demands of a turn. When I later told this to [the owner]; he reminded me that turning is how banner tows slack the line and climb. In retrospect; I do remember hearing this during my training but it's not something we ever practiced with a drill of any kind and I never had it reinforced with any kind of reading. Perhaps it would have worked to some degree but the reality is this: that banner was too big for that airplane and the drag was too great. Based upon my limited experience with towing; I believed it would be up to the job. It definitely wasn't. Originally; I was trying to climb at 50 MPH with 5 degrees of flaps as I was trained. When that failed; I cleaned the wings to zero flaps and tried multiple air speeds to find that about 47 MPH produced the most climb.After the incident with the tree; I was over an obstacle free flat pasture area. This was another location where I could have safely ditched but again I was able to get it to climb. I slowly continued a slight left turn through the valley and started tracking back to the north. I tightened the throttle friction lock; pitched down a little and communicated to ZZZ Tower that there was a problem with the sign and I needed to return for a drop. They told me I was cleared to drop to the north and I did so without incident.I suspect [the owner's] inquiry about my ability to tow this banner with this plane reveals what he already knew: this was questionable and I was performing as a test pilot. In retrospect; I think we should have attempted it early one cool morning instead of finding out in the thinner air of an 80 degree day with 1360 ft density altitude. If permitted to continue to serve in this way I will not tow an 80x40 banner with this aircraft and if I ever face with the same scenario I will ditch the sign at the first suitable site.",,,,"C150 banner tow pilot reported operating with a banner that was much too large for the aircraft.",
1470114,201707,0601-1200,MGJ.Airport,NY,,,1000,,,,15,,Daylight,,,CTAF MGJ,Personal,Cessna 150,,,Part 91,None,Personal,,Landing,Visual Approach,Class E MGJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTAF MGJ,,Bonanza 35,,,Part 91,,,,Initial Approach,,Class E MGJ,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Flight Instructor; Flight Crew Instrument; Flight Crew Multiengine,Flight Crew Last 90 Days 25; Flight Crew Total 4000; Flight Crew Type 800,,Communication Breakdown,Party1 Flight Crew; Party2 Other,,1470114,,,,,,,,,,,,Conflict Airborne Conflict; Conflict NMAC; Deviation / Discrepancy - Procedural Other / Unknown,Vertical 50,,Person Flight Crew,In-flight,Flight Crew Took Evasive Action,Procedure,Procedure,"During an approach for runway 03 I entered a left downwind via a 45 degree entry. I determined the runway in use via ASOS and other aircraft in the pattern. Just after making the self-announce transmission on CTAF; my passenger and I both observed a Beech Bonanza opposite direction and descending to pattern altitude; approaching head on. I applied strong forward pressure on the yoke to effect a rapid and immediate descent. We passed under the other aircraft by approximately 50 feet. No other transmissions were heard from the incident aircraft; however two other aircraft on the frequency in the same pattern did answer. As I observed the Bonanza begin a wide; climbing turn to enter the pattern behind us; and still heard no transmissions; I announced their positon for the other aircraft. As I was taxiing to the ramp; I made my last transmission for the other aircraft as I observed them touching down. They finally made a transmission stating; 'We are on the frequency; what is the problem?' I did not reply. My guess; is that the CTAF frequency is one that is not common (122.72); and may have not been known by the other aircraft. The other aircraft descending into the pattern did not make for scanning for traffic easy. It was pure luck that we missed one another.",,,,"A C150 pilot reported taking evasive action to prevent airborne conflict with an aircraft entering approach pattern to an uncontrolled airport and not communicating their intentions on CTAF.",
1471547,201708,1801-2400,50F.Airport,TX,,,0,,,VMC,10,,Dusk,CLR,,CTAF 50F,Personal,Cessna 140,,1,Part 91,,Personal,,Landing,Visual Approach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTAF 50F,Personal,Cardinal 177/177RG,,1,Part 91,None,Personal,,Landing,Visual Approach,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Flight Instructor,Flight Crew Last 90 Days 15; Flight Crew Total 3500; Flight Crew Type 27,,Communication Breakdown; Situational Awareness,Party1 Flight Crew; Party2 Flight Crew,,1471547,,,,,,,,,,,,Conflict Ground Conflict; Critical; Deviation / Discrepancy - Procedural Published Material / Policy,Horizontal 10; Vertical 0,,Person Flight Crew,In-flight,Flight Crew Took Evasive Action,Human Factors,Human Factors,"I performed a radio check with another aircraft on the ground as I was taxiing to takeoff at Bourland Field (50F). Both of us were loud and clear on 123.0. About 30 minutes prior to this I had observed an aircraft taking off to the north (Rwy 35); but since winds were light from the southeast; both of us on the ground taxied to Rwy 17 for departure. The other aircraft departed first and turned left to downwind for a touch-and-go. I departed next; also turning left to downwind.  We both continuously called pattern position in the traffic pattern. The aircraft ahead of me performed a touch-and-go; and since I planned a full-stop; I offered to turn off at mid-field. The other pilot said to go ahead and back-taxi and he would just extend. The other pilot was on crosswind as I turned base.  I was a bit high and fast so I concentrated on losing altitude and speed with a sideslip. I touched down just a bit long but on speed. At that moment I noticed an aircraft at the other end of the runway. He was not displaying a landing light (I was). I realized he had just touched down and that we were on a collision course. I considered leaving the runway surface to the right; but there were taxiway lights at midfield and I was concerned about colliding with one.  So I got as far right on the runway as I could and depended on the other pilot to do the same. There was insufficient room for me to come to a complete stop short of the midfield taxiway. We passed near midfield with wing clearance fortunately; and I was doing 30-40 mph. I was also calling out on the radio to the other pilot in the pattern that we had an aircraft landing opposite direction so he would not turn final. Afterward I taxied back; and finally the Cardinal came up on frequency 123.0 and called out that he was back-taxiing on 35. I advised him that 17 was the active. The only other communication from the Cardinal was when he exited the runway at the south end. My daughter was also monitoring 123.0 and verified that the Cardinal never made any transmissions on frequency prior to landing. The other pilot in the pattern verified this as well when he and I talked at the gas pump after flight.",,,,"C140 pilot reported a ground conflict occurred after landing when another light aircraft touched down on the opposite direction runway. The aircraft passed each other midfield.",
