 ,Time,Time,Place,Place,Place,Place,Place,Place,Place,Environment,Environment,Environment,Environment,Environment,Environment,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Component,Component,Component,Component,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Events,Events,Events,Events,Events,Events,Assessments,Assessments,Report 1,Report 1,Report 2,Report 2,Report 1,
949181,201105,,HOT.Airport,US,,,,4000,,Mixed,Fog; Haze / Smoke; 3,,Daylight,1500,,Center ZME,Personal,Cessna 210 Centurion / Turbo Centurion 210C; 210D,,1,Part 91,IFR,Personal,,Initial Climb,Direct,Class E ZME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot; Pilot Flying; Captain,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Flight Instructor,Flight Crew Last 90 Days 12; Flight Crew Total 4000; Flight Crew Type 500,,Confusion,,,949181,,,,,,,,,,,,ATC Issue All Types; Deviation - Track / Heading All Types,,,Person Flight Crew; Person Air Traffic Control,In-flight; Taxi,Air Traffic Control Issued New Clearance; Air Traffic Control Issued Advisory / Alert; Flight Crew Requested ATC Assistance / Clarification,Procedure; Human Factors,Ambiguous,"At HOT; I picked up my IFR clearance on the ground by radio from ATC. The clearance was 'as filed' and I was given a void time. Since radio contact was clear and established; I expected them to provide a release. When none was forthcoming; I queried the Controller; who then told me that they do not provide a release when a void-time clearance is given; even though they have established clear and continuous radio communications. This is a bit confusing; since usually a void-time clearance is given only when there is not any good radio communication with you on the ground (and usually obtained by telephone). Another confusing issue was that after contacting Departure after takeoff; I expected to be told to proceed on course; on my own navigation; but that was not forthcoming. Again; I queried the Controller and was told that being cleared 'as filed' meant that I could proceed on course at will; implying that when to turn; and therefore my ultimate track to my destination would be up to me. I'm so accustomed to operating out of towered airports and receiving vectors that his statement that I should assume it was all up to me and my choice as to when to turn was not initially clear to me. Finally; when I proceeded on my own navigation on a track that would avoid a 24/7 (continuous) restricted area; the Controller said that since I was on IFR; I could fly through it; and therefore I should have been flying an exact direct line to my destination. That made me uncomfortable because I am familiar with controllers making errors in respect to restricted areas; especially since this one was a 24/7 restricted area.",,,,"C210 pilot experiences confusion receiving clearance and departing HOT. A void time is issued with clearance even though Center is clear on the VHF. The reporter is also told to turn on course at his discretion and that restricted airspace need not be avoided.",
952216,201007,1201-1800,COS.Airport,CO,0,0,0,,,VMC,10,,Daylight,60000,10000,Tower COS,Personal,Cessna 210 Centurion / Turbo Centurion 210C; 210D,,1,Part 91,,Personal,,Landing,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tower COS,Air Carrier,B757 Undifferentiated or Other Model,,2,Part 121,IFR,,,Takeoff / Launch,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Instrument; Flight Crew Private,Flight Crew Last 90 Days 31; Flight Crew Total 1000; Flight Crew Type 730,,Situational Awareness,,,952216,,,,,,,,,,,,Inflight Event / Encounter Loss Of Aircraft Control,,,Person Flight Crew,In-flight,Air Traffic Control Issued Advisory / Alert; Flight Crew Regained Aircraft Control,Aircraft; Human Factors; Weather,Ambiguous,"[At the] destination of a 2 day trip from MA; overnight in IL; lunch stop in KS... 2-2.5 hour legs. VMC; SKC; light to no wind; 4 on board (3 passengers). Cleared to land number 2 after B757 taking off. Made a wide turn planning 2 minutes before touchdown (wide turn also suggested by Tower). On flare out and touchdown a gust raised left wing causing plane to turn sharply right heading for runway side light. I was able to regain control and stop safely; but missed going off the side of the runway by about 5 FT. Later; passenger in right seat indicated that it was actually 1.5 minutes after the B757 takeoff. My conclusion: Bad judgment on rushing the final approach. [I] didn't keep an eye on the clock to ensure the 2-minute buffer. [I had] probably a bit of finally-got-there-itis. Probably should have left extra time due to calm conditions.",,,,"C210 pilot experiences momentary loss of control during landing after B757 had departed 1.5 minutes earlier.",
954042,200106,0601-1200,ZZZ.Airport,US,060,1,,1000,,IMC,Haze / Smoke; 3,,Daylight,1500,,Tower ZZZ,Personal,Cessna 210 Centurion / Turbo Centurion 210C; 210D,,1,Part 91,IFR,Personal,,Climb,Direct,Class C ZZZ,,,,,,,,,,,,,,,,,,,,,,,,AC Generator/Alternator,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Commercial; Flight Crew Instrument,Flight Crew Last 90 Days 32; Flight Crew Total 3590; Flight Crew Type 2348,,Communication Breakdown; Confusion; Distraction; Situational Awareness; Time Pressure; Troubleshooting; Workload,Party1 Flight Crew; Party2 ATC,,954042,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation - Altitude Overshoot; Deviation / Discrepancy - Procedural Clearance; Inflight Event / Encounter Unstabilized Approach,,,Person Flight Crew,Aircraft In Service At Gate; In-flight,Flight Crew Diverted; General Maintenance Action,Procedure; Human Factors; Equipment / Tooling; Aircraft,Aircraft,"After takeoff during my climb out; I experienced a low voltage indicator light. I asked to level at 7;000 FT to assess the issue. I was able to reset the alternator and continue on; however; the low voltage appeared again; so I began reducing the draw on the alternator by turning off one radio; the ventilation fan; the strobe lights; the autopilot and the PFD. I also requested that I be able to turn off the transponder; but center said I could only do that for 5 minutes; so I decided to leave it on since I believed that it drew very low voltage. I was able to reset the alternator; but requested that I divert to a nearby airport where I could have the intermittent problem assessed by a Mechanic. I chose that airport because it had good repair facilities and the alternator that had been replaced three weeks earlier had come from an overhaul facility in that city. The airport was reporting IFR when I arrived and I was told to expect an RNAV XX approach. I loaded the RNAV XX approach with the expectation that I would get vectors to the approach. When I was handed off to the Tower they gave me a direct route to the initial approach fix for the RNAV XX approach. I didn't understand the name of the fix and ask the Controller for the name; so I could add it to the flight plan. While reprogramming the approach I descended below the request minimum 3;000 FT altitude until reaching the initial fix; so I began climbing back to that altitude. I lowered my gear and turned on the PFD and autopilot and the low voltage light appeared again. At this point I decide to ignore it since I had no indication of a low battery. While on final approach the Tower asked me to report the base of the clouds which I did when I broke out at 1;500 FT. As I tracked inbound to Runway XX I was high on the approach and did not think I could make a landing on Runway XX without an excessive rate of descent so I requested a circling approach. The Controller cleared me for a circling approach to Runway YY and shortly afterward asks that I turn to a southerly heading. As I proceeded south I lost contact with Runway YY when looking east but could see it when I looked west. I was concerned that I would lose view of the airport as required in a circling approach; so I turned back to the west and proceed on a heading of YY; which lined me up for a landing on Runway ZZ. At some point I asked the Controller if he wanted me on a right base to ZZ; but did not receive a response. I proceed on a downwind right base to Runway ZZ and landed. After requesting that I turn to a southerly heading there were no more communications from the Controller until I was on the runway and he requested that I contact Ground Control for taxi instructions. Frankly; I was surprised that the Controller didn't ask me to come to the Tower to discuss my decision to land on Runway ZZ versus Runway YY; but I thought that he must have determined that I had done what I thought was the right thing to do land safely. After landing; I asked to turn right on Taxiway Hotel to discuss FBO option available to me. I then taxied to the FBO. I tried to reset the alternator and it would not reset; so I shut the plane down; turned everything off and restarted to see if the alternator would come back on line; which it didn't. After some work by the maintenance shop; they determined that the voltage regulator had failed; and it was replaced and all ground run-ups resulted in satisfactory operation of the charging system. They thought that maybe having to reset the voltage regulator a number of times caused it to fail completely when I added a heavy load when landing. However; on departure I experienced a problem similar to the prior problem and returned to the airport for further review. They did more work and determined that there was also an intermittent problem with the alternator which was verified by the overhaul shop. The alternator was replaced and all ground run-ups resulted in satisfactory operation of the charging system. However; on departure the problem still existed and the maintenance shop is continuing to work on the problem. In talking with a number of maintenance people around the country; it appears that there is a quality problem with alternators these days; with several people saying they have had to install 2 or 3 alternators before getting one that works properly. Some have also said the same about voltage regulators. The voltage regulator was replaced again today and ground checks have been satisfactory but we are waiting on improved weather to test fly the plane. I think that the above comments cover the chain of events. The major human performance considerations relate to my preparation for and work load during the instrument approach. I should have reduced my work load by either asking for radar vectors to the approach; since that is the procedure I had loaded; or asking what initial fix to expect when I was told to expect an RNAV XX approach. Having to reprogram the approach distracted my attention to altitude control and delayed my restarting the autopilot and PFD; which in turn distracted my attention in managing my final descent rate; resulting in a high missed approach and request to circle for the approach. Not expecting to have to circle to Runway YY; I had not given adequate consideration to the flight pattern that I should expect from the Controller and when I lost sight of the approach end of Runway YY I decided the safest way to maintain visual contact with the runway environment was to turn to a heading of YY and land on Runway ZZ. In short; my planning and work load during the approach led to me getting behind on executing the several details of the approach and landing but the approach and landing was controlled and safely executed. After dealing with the maintenance problem for two days I finally had a chance to think through the events and called the Tower to discuss what had happened. The Controller who was on duty during my approach was not available but I reviewed the events with another senior Controller and he said that while the controllers always want the pilots to follow their instructions; that the pilot ultimately has to do what he thinks is the safest; and the controllers will monitor the flight and provide advice if they think there is a problem. He also said that he thought that if the Controller had thought there was a problem he would have contacted me in the air or on the ground after landing. While this is some consolation that I did the right thing in following a safe course of action; it is still disappointing that my planning for the approach and potential alternatives for dealing with a missed or circling approach were not sufficient to enable me to comply with the Controller's instructions. Lessons learned; or reinforced; thoroughly plan ahead; consider all possible endings on the approach and initiate actions early so that you can stay ahead of the flight as it proceeds.",,,,"A C210 pilot diverted because of a low voltage alert after takeoff and executed a go-around following an IMC RNAV approach because he was not stabilized. A voltage regulator and two alternators changers were needed to correct the electrical problem.",
955522,201106,1801-2400,ZZZ.Airport,US,,,0,,,,,,,,,Tower ZZZ,,Cessna 210 Centurion / Turbo Centurion 210C; 210D,,1,,VFR,,,Takeoff / Launch,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tower ZZZ,Air Carrier,Airbus 318/319/320/321 Undifferentiated,,2,Part 121,IFR,,,Takeoff / Launch,None,,,,,,,,,,,,,,,,,,,,,,,,,Facility ZZZ.Tower,,Government,Ground; Trainee,Air Traffic Control Developmental,,,Communication Breakdown,Party1 ATC; Party2 Flight Crew,,955522,Facility ZZZ.Tower,,Government,Ground; Instructor,Air Traffic Control Fully Certified,,,,,,956359,ATC Issue All Types; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Air Traffic Control,,General None Reported / Taken,Human Factors,Human Factors,"A C210 was taxied to Runway 18L full length initially. The aircraft requested an Intersection 'A' departure. I informed the pilot there was a 3 minute wake turbulence delay from A. The pilot said 'we can take that'; I was confused so I asked the pilot; 'confirm you can't accept that'. The pilot said we can; so I taxied them to Runway 18L for an Intersection A departure and said; 'I understand you are waiving the wake?' The strip I gave to Local Control had the word 'waive' written on it and I coordinated the intersection departure and informed the Local Controller that the C210 will waive the wake. The Airbus departed and less than one minute later the C210 departed. It was a communication break down from the pilot to me. I thought I heard something else. The only recommendation I have is to make sure that what is said and what I thought is said is the same thing.",,,,"Ground Controller in training confused communication with a taxiing aircraft regarding an intersection departure 'wake turbulence' waiver resulting in a less than standard separation take off event.",
957210,201106,1201-1800,ZZZ.Airport,US,,,0,,,VMC,30,,Daylight,,,Tower ZZZ,Personal,Cessna 210 Centurion / Turbo Centurion 210C; 210D,,1,Part 91,None,Test Flight / Demonstration,,Landing,None,,,,,,,,,,,,,,,,,,,,,,,,,Landing Gear,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Commercial; Flight Crew Flight Instructor; Flight Crew Instrument,Flight Crew Last 90 Days 25; Flight Crew Total 3500; Flight Crew Type 1500,,Distraction; Situational Awareness; Troubleshooting; Workload,,,957210,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Gear Up Landing,,,Person Flight Crew,In-flight,Aircraft Aircraft Damaged; General Maintenance Action,Human Factors,Human Factors,"The aircraft had just come out of repair of a failed alternator. We were trying to leave on vacation. Upon starting the engine; the alternator again failed; but after shut down and restart; it worked till just after takeoff; then failed again. So I landed uneventfully and returned to the FBO. During taxi it restarted then briefly failed again. The Mechanic then offered to come with me for a test flight to see if an over-voltage transient could be triggering the problem. At his suggestion; we stayed in the traffic pattern; cycling the gear up and down a few times; but could not duplicate the problem. After the first touch and go we still hadn't seen a problem. On downwind; I lowered the gear as usual and did a GUMPS check. But the Mechanic then suggested cycling the gear once more. I raised it; but failed to lower it. Just before touchdown; the Tower noticed the lack of gear and called for a go-around. But it was too late; and we landed gear up; with full power. Lessons: 1) Do maintenance work at altitude away from the airport. 2) Sterile cockpit from downwind on. And 3) report GUMPS check on final.",,,,"A C210 pilot landed gear up because he was distracted on a test flight while attempting to resolve an intermittent alternator fault by cycling the landing gear and forgot it had been raised on the previous circuit.",
957398,201107,1801-2400,ZZZ.Airport,US,,,,3000,,,,,,,,Tower ZZZ,Personal,Cessna 210 Centurion / Turbo Centurion 210C; 210D,,1,Part 91,None,Personal,,Descent,Visual Approach,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot; Pilot Flying,Flight Crew Private; Flight Crew Instrument,Flight Crew Last 90 Days 3; Flight Crew Total 1250; Flight Crew Type 700,,Situational Awareness; Troubleshooting; Distraction; Human-Machine Interface,,,957398,,,,,,,,,,,,Aircraft Equipment Problem Critical; Ground Event / Encounter Vehicle; Inflight Event / Encounter Fuel Issue,,N,Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition; General Declared Emergency,Aircraft; Human Factors,Human Factors,"Flight was the second flight on new engine after earlier 1/2 hour test flight.  Pilot checked fuel prior to flight and determined left tank contained approximately 35 gallons and right tank 15 gallons.  Pilot selected left tank for take off and proceeded 5-15 miles SW from the airport to 3800 feet to monitor and document engine instruments and parameters on the planned 1.5 hour flight. Descent was initiated after 1.25 hours to return to departure airport and engine lost power at 3;000 feet.  Pilot's emergency check list included consideration of fuel exhaustion but pilot dismissed this and did not switch tanks.  Pilot was unable to restart engine and declared an emergency with ATC and then with the tower; but soon determined the airport was not possible and landed on a nearby freeway.  The right rear main tire contacted and broke rear window of a car; but otherwise plane landed safely with no other damage or injuries.  Upon inspection; the left tank had no remaining usable fuel.  Pilot likely could have restarted the engine by switching to right tank; but did not do so.  Pilot's historical flying profile included mostly 1 to 4 hour flights at 65% power and 13.5 to 14 gallon per hour fuel consumption.  Flight profile of failed flight was atypical at 80% power with 25 gallons per hour fuel consumption for engine break in.  The primary cause of the incident was the pilot's focus on engine instrumentation without properly considering and acting on fuel consumption implications.  A contributing factor was that this was the pilot's first flight in plane in over three months due to engine overhaul and maintenance.",,,,"A T-210 pilot flying an engine break-in flight failed to consider the higher fuel burn associated with high power low altitude flight and exhausted the fuel in the selected tank.  An emergency landing on a nearby freeway resulted.",
961723,201107,1201-1800,ZDV.ARTCC,CO,,,,10500,,,,,,,,Center ZDV,,Cessna 210 Centurion / Turbo Centurion 210C; 210D,,,,IFR,,,Initial Climb,,Class A ZDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government,Enroute,Air Traffic Control Fully Certified,,,Training / Qualification,,,961723,,,,,,,,,,,,ATC Issue All Types; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Clearance,,,Person Air Traffic Control,,Air Traffic Control Issued New Clearance,Procedure; Human Factors,Procedure,"Aircraft X departed EGE VFR and called me requesting his IFR clearance. I issued him his code and verified his Mode-C. He informed me he was maneuvering reference the terrain in his climb. I had Aircraft Y on approach to EGE joining the LOC. I worried that Aircraft X might get far enough north to become a factor with Aircraft Y; however I asked Aircraft X if he could maintain his own terrain and obstruction clearance to 170; received an affirmative response and cleared him to his destination; WWR; reiterating that he was to maintain his own terrain and obstruction clearance to 170. In my mind I cleared him to climb VFR to 170 which would have separated him from Aircraft Y. The way I actually cleared him did not separate him. I believed I had issued the correct clearance  until hearing the tape. Recommendation; the only recommendation I would make is to be precise with your language; and try to make sure to say what you mean.",,,,"ZDV Controller described a loss of separation event between an EGE IFR arrival and departure resulting from an inappropriate use of procedures and phraseology.",
963719,201108,0601-1200,ZFW.ARTCC,TX,,,,20500,,Mixed,Thunderstorm; 5,,,20000,,Center ZFW,Personal,Cessna 210 Centurion / Turbo Centurion 210C; 210D,,1,Part 91,None,Personal,,Climb,Direct,Class A ZFW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 40; Flight Crew Total 450; Flight Crew Type 40,,Communication Breakdown; Confusion,Party1 ATC; Party2 Flight Crew,,963719,,,,,,,,,,,,ATC Issue All Types; Airspace Violation All Types; Deviation / Discrepancy - Procedural FAR; Inflight Event / Encounter Weather / Turbulence,,,Person Air Traffic Control; Person Flight Crew,In-flight,General None Reported / Taken,Weather; Airspace Structure; Human Factors; Procedure,Weather,"I was on a direct VFR flight to 60R heading 190 degrees at 12;500 FT and using code established by ATC and cleared VFR during the flight we had to deviate from our direct route to maintain VFR due to deteriorating weather. We asked and were authorized to climb several different times to avoid dangerous IMC conditions. We asked several times to increase our altitude in order to get over and around the dangerous weather. We were cleared several times to the west and back to the east to go around and over large IMC clouds. I continually kept in contact with ATC to make sure it was OK to go higher to clear cloud tops to stay VFR our final height authorized was no higher than 21;000 FT but we went no higher that 20;500 FT and then ATC asked if we could accept a IFR clearance and we said no; so he stated at that point he would need me to go no higher than 21;000 FT and I had 3 minutes to get over the clouds to not create a conflict I said I needed less than that and was able to get over the cloud bank and immediately descend back to our normal altitude. Approximately 20 minutes later I received a call from Ft. Worth Center asking me to contact them at a number when I landed. They stated I had violated Class A airspace; and I said I had been cleared by ATC and it was recorded I was sure. They stated they would be in contact with me at a later date. I felt like I had asked several times if I needed to deviate and they said they concurred with me that I would be able to get around the IMC conditions and be all clear; so I feel like I was authorized to be at the altitude I was at because I was cleared to the altitude I was at. I had an opportunity to go back but let myself be lulled into a feeling of safety and no rule violation because of the VERY nice and cordial and helpful Controller on the other end of the radio. Then all of the sudden I get this phone call saying I did something wrong.",,,,"VFR aircraft with ZFW entered Class A airspace confused by the Controller's response to a request for weather deviations.",
965431,201108,0601-1200,D01.TRACON,CO,318,20,,6000,,VMC,,,Daylight,,,TRACON D01,Personal,Cessna 210 Centurion / Turbo Centurion 210C; 210D,,1,Part 91,IFR,Personal,,Initial Climb,Vectors,Class E DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Multiengine; Flight Crew Private; Flight Crew Instrument,Flight Crew Last 90 Days 60; Flight Crew Total 3500; Flight Crew Type 220,,Situational Awareness,,,965431,,,,,,,,,,,,ATC Issue All Types,,,Person Flight Crew,In-flight,Flight Crew Became Reoriented,Airspace Structure; Human Factors; Procedure,Procedure,"I departed LMO VFR and once clear of the airport area I called Denver Approach and asked for my IFR clearance. I was given a squawk code and asked to IDENT and to remain VFR. My flight plan route took me over DVV and then out to the east on V8. I continued to climb and was going through 6;500 FT to my target of 11;000 FT when Denver called RADAR contact and instructed me to turn 'North' and remain VFR. I started my turn but stopped at a heading of 090 when the traffic page on my TIS display indicated 2 targets within 2 NM; one at 7;000 and another near that altitude; both north of my track. I was at about 7;000 FT at the time and so executed an immediate descent down to about 6;000 FT when Denver told me to fly a heading of 060; now at the lower altitude; I looked in that direction and that heading would have taken me right into two radio towers which are listed at 6;249 FT about 2 miles away or less (I could see the guide wires). Fortunately I was head out of the cockpit at the time (still not cleared IFR or into the Class B). Denver told me to maintain VFR and fly the heading when able. Once clear of the towers I was given a climb to 8;000 FT and a good vector at which point I got a frequency change and my clearance. The rest of the flight was uneventful.Lessons learned: get my IFR clearance on the ground; even when the weather is VFR and there is VFR traffic at the departure airport. As always don't trust ATC to keep aircraft away from terrain; or clear of other VFR traffic; even when in a high density terminal environment. Safety Concern: Denver ATC on this occasion gave me specific direction; vectors north; which would have put me in direct conflict with 2 other aircraft within 1-2 miles; and then later into radio towers; all of which were certainly depicted on their displays. Since the traffic information I received in my cockpit; including traffic from the TIS; came from ATC I know they had the same information. I also know that significant obstacles are depicted; such as these towers. Alternative ATC actions: ATC could have given me my code; and said 'stay clear of the Class B'; or fly direct AKO the next fix in my flight plan which would have kept me clear of the Class B and the traffic; or any number of other options including clearance into the Class B. My sense was that the Controller attempted to keep me away from DEN but wasn't using all his tools; and made a mistake in the privatization by directing me into a greater threat. Further the shape of the Class B with a transition from a floor of 10;000 to 8;000 coincident with the towers at 6;249 might be a contributing factor; jamming aircraft below 8;000.",,,,"C210 departure from LMO; filed IFR but electing to depart VFR; voiced concern regarding ATC handling; claiming potential conflicts with aircraft and terrain because of ATC directions.",
969378,201109,1801-2400,ZLC.ARTCC,UT,,,,14000,,,,,,,,Center ZLC,,Cessna 210 Centurion / Turbo Centurion 210C; 210D,,,,IFR,,,Descent,Vectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Facility ZLC.ARTCC,,Government,Enroute,Air Traffic Control Fully Certified,,,Other / Unknown,,,969378,Facility ZLC.ARTCC,,Government,Enroute,Air Traffic Control Developmental,,,,,,969391,ATC Issue All Types; Airspace Violation All Types; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Air Traffic Control,In-flight,General None Reported / Taken,Procedure; ATC Equipment / Nav Facility / Buildings; Human Factors,ATC Equipment / Nav Facility / Buildings,"I was training a developmental on R47/45. Aircraft X was Westbound in our sector at 140 from ILC-KROST-MVA and landing RNO. Just East of Krost; Aircraft X requested a routing change direct OAL YERIN RNO due to weather he was looking at over MVA. At this point; the sector frequency was very congested due to bad rides at higher altitudes. As the trainer and due to frequency congestion; I took over communication of Aircraft X. Since we were having Westbound high altitude traffic deviating North of OAL; I explained to Aircraft X that there was weather over OAL and that a heading of about 260 to go between MVA and OAL looked to be the best option. The pilot agreed. I assigned heading 260 to Aircraft X. A few moments later; Aircraft X said there was weather right ahead and that the heading of 260 might not work. I cleared Aircraft X to deviate right or left and to maintain 140. As we were handing off the aircraft to ZOA46; Aircraft X requested descent to 120. We took the hand off back and the D-Side coordinated this descent with ZOA. The D-Side said that ZOA46 denied this descent because of what I thought was an MIA of 140 just North of the aircraft's track and on the ZLC/ZOA boundary because Aircraft X had approval to deviate North. I asked the D-Side to ask ZOA if we assigned Aircraft X a heading to stay South of that 140 MIA; would they approve the descent to 120. After coordination; I was told descent approved. I assigned a heading of 255 or South to Aircraft X and issued descent to 120. When Aircraft X began descent; we got an MSAW alert of 139. The 139 MIA that the aircraft was transitioning is depicted very poorly on both the RADAR scope; MIA polygons and on the overhead charts. On the overhead chart; the 139 MIA is depicted well North of the sector boundary between ZLC Sectors 47 and 43 and on the scope; the 139 altitude is depicted North of the Sector 47/43 boundary. There is also a sliver of 130 MIA airspace adjacent to this 139 MIA on the East side; which is misleading. Also; the red center/sector boundary lines on the overhead charts separate multiple MIA polygons; which visually misleads with a sector boundary line running through the center of this particular MIA. If sector/center boundary lines dissect MIA polygons; the MIA altitude should be depicted in the affected MIA areas.",,,,"ZLC Controller voiced concern regarding the poorly marked MIA depictions on various types of equipment and charts; indicating the conditions were a factor in the weather deviation event described in this report.",
972296,201109,0601-1200,ZZZ.Airport,US,,,,7000,,VMC,,,Dusk,,,TRACON ZZZ,Corporate,Cessna 210 Centurion / Turbo Centurion 210C; 210D,,1,Part 91,IFR,Passenger,,Climb,,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Electrical Power,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Corporate,Single Pilot,Flight Crew Multiengine; Flight Crew Flight Instructor; Flight Crew Flight Engineer; Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument,Flight Crew Last 90 Days 60; Flight Crew Total 14000; Flight Crew Type 1000,,Communication Breakdown; Troubleshooting,Party1 Flight Crew; Party2 ATC,,972296,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,In-flight,Flight Crew Took Evasive Action; Flight Crew Landed in Emergency Condition; Flight Crew Returned To Departure Airport,Aircraft,Aircraft,"[I] departed on an IFR flight plan in VFR conditions normally. Upon handoff from ARTCC to Approach while climbing through class B airspace; the primary GPS momentarily shutdown; then the communications radio became intermittent. While observing these two issues; the remaining avionics system shutdown and the airplane lost all electrical power. The engine operated normally. The weather was VMC in Class B airspace; thus I determined to exit Class B and return to my departure airport. The time required for descent and return allowed for execution of emergency checklists in an unhurried manner. These were accomplished without issue. The procedures did not resolve the electrical malfunction; but did get the gear manually extended. Circling east of my destination allowed for completion of the checklists and entry into the traffic pattern downwind leg. I thought I saw a green light from the Tower upon entry into the pattern; but could not be sure. Executed a normal approach and landing with no flaps and no safe gear indication (visual confirmation of gear down; locked status unknown). Touched down with power on the left gear (upwind) initially testing its security; then the same with the right gear. After testing the security of the mains; I slowly lowered the nose gear to the runway and after contact reduced power. Upon exiting on the taxiway; observed a green light from the Tower and continued to taxi to parking. Upon shutdown I contacted Tower on the land-line and explained the problem. VMC conditions permitted great latitude in options. IFR flight planning aided in communicating with the ATC entities alerting them to a problem. This airport has ample runway to allow a very controlled landing in a C210.",,,,"A C210 lost all electrical power during the climb after takeoff in Class B airspace and returned to his nearby departure airport.",
